name,price,image,description,DISPONIBILITÉ,gtin,Marque,Gamme PC,Gamer,Système d'exploitation,Taille de l'écran,Ecran,Ecran Tactile,Résolution Ecran,Processeur,Type Processeur,Référence Processeur,Fréquence Processeur,Mémoire Cache,Mémoire,Disque Dur,Type Disque Dur,Carte Graphique,Chipset Graphique,Clavier,Connecteurs,Destockage,Couleur,Garantie 
Pc Portable HP ENVY 15-ep0005nk i5 10è Gén 16Go 512 Go SSD,"4 889,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/4/5/455y9ea-10_1.jpg,"Écran 15.6 FULL HD IPS Tactile - Processeur: Intel Core i5-10300H Quad-Core (2.50 GHz up to 4.50 GHz, 8 Mode mémoire cache) - Système d'exploitation: Windows 10 Famille - Mémoire RAM: 16 Go DDR4-2933 MHz - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce GTX 1660Ti (6 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 2x Thunderbolt™ 3 avec USB Type-C, 2x USB Type-A, 1x HDMI 2.0 a, 1 prise adaptateur secteur Smart Pin, 1 prise combinée casque/microphone et Lecteur de cartes microSD - Garantie: 1 an
+ Un bon de réduction de 200 DT
                           Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,455Y9EA,HP,ENVY 15,Non,Windows 10 Famille,15.6 Pouces,Full HD,Oui,1920 x 1080 pixels,Intel Core i5,Quad Core,Intel Core i5-10300H,"2,50 GHz up to 4,50 GHz",8 Mo,16 Go,512Go SSD,SSD,Nvidia GeForce,GeForce GTX 1660Ti,,"2x Thunderbolt™ 3 avec USB Type-C, 2x USB Type-A, 1x HDMI 2.0 a, 1 prise adaptateur secteur Smart Pin, 1 prise combinée casque/microphone, Lecteur de cartes microSD",Non,Silver,1 an
PC Portable LENOVO ThinkPad T14s Gen 3 i5 12è Gén 16Go 1To SSD - Noir,"4 929,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/2/1/21bss3wp00_1.jpg,"Écran 14 WUXGA IPS - Processeur: Intel Core i5-1235U ( Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache, Dix-Core) - Système d'exploitation: Windows 11 Pro - Mémoire: 16 Go DDR5 - Disque dur: 1To SSD - Carte graphique: Intel Iris Xᵉ Graphics avec WiFi, Bluetooth, 2x Thunderbolt™ 4, 2x USB Type-A 3.2 Gen 1, 1x HDMI 2.0b, 1x prise combo casque/micro - Clavier Rétroéclairé - Couleur: Noir - Garantie: 3 ans
Retrait en Magasin ou Livraison Gratuite pour Cet Article",Sur commande 48h,21BSS3WP00,LENOVO,THINKPAD T14S,Non,Windows 11 Pro,14 Pouces,WUXGA,Non,1920 x 1200 pixels,Intel Core i5,10 cœurs,Intel Core i5-1235U ,"Up to 4,40 GHz Turbo max",12 Mo,16 Go,1 To SSD,SSD,Graphique Intégrée,Intel Iris X,Rétroéclairé,"2x Thunderbolt™ 4, 2x USB Type-A 3.2 Gen 1, 1x HDMI 2.0b, 1x prise combo casque/micro",Non,Noir,3 ans
PC Portable Gamer MSI Katana 15 B12V i7 12è Gén 8Go RTX 4070,"4 999,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-msi-katana-15-b12v-i7-12e-gen-8go-rtx-4070-1.jpg,"Écran 15.6"" FULL HD IPS, 144 Hz - Processeur: Intel Core i7-12650H (up to 4,70 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Clavier de jeu RVB à 4 zones - Couleur: Noir - Garantie: 1 an 
                                          Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,B12VGK-636XFR,MSI,KATANA 15 B12V,oui,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-12650H,"up to 4,70 GHz Turbo max",24 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 4070,de jeu RVB à 4 zones,"1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque",Non,Noir,1 an
PC Portable Gamer HP OMEN 16-k0009nk i5 12è Gén 32Go RTX 3060,"4 999,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/6/u/6u8y2ea-32g.jpg,"Écran 16.1"" Full HD IPS, 144Hz - Processeur: Intel Core i5-12500H (Up to 4,50 GHz Turbo max, 18 Mo de mémoire cache, 12-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire: 32 Go DDR5-4800 MHz - Disque dur: 1To SSD - Carte graphique: NVIDIA GeForce RTX 3060 (6 Go de mémoire dédiée GDDR6), avec Wi-Fi, Bluetooth, 2x Thunderbolt 4 avec USB4 Type-C, 3x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro - Clavier rétroéclairé RGB 4 zones - Couleur: Noir - Garantie: 1 an
                                             Retrait en Magasin ou Livraison Gratuite pour Cet Article",Sur commande 48h,6U8Y2EA-32G,HP,OMEN 16,oui,Windows 11 Famille,16.1 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i5,12 cœurs,Intel Core i5-12500H,"Up to 4,50 GHz Turbo max",18 Mo,32 Go,1 To SSD,SSD,Nvidia GeForce,GeForce RTX 3060,Rétroéclairé RGB 4 zones,"2x Thunderbolt 4 avec USB4 Type-C, 3x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1x AC smart pin, 1x combo casque/micro ",Non,Noir,1 an
PC Portable HP Spectre x360 2-in-1 14-ef0002nk i7 12è Gén 16Go 512Go SSD - Silver,"5 059,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/6/f/6f7z3ea_1_1.jpg,"Écran 13.5 WUXGA IPS Tactile - Processeur: Intel Core i7-1255U (Up to 4,70 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire: 16 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec Wi-Fi, Bluetooth, 2x Thunderbolt 4 avec USB4 Type-C, 1x USB Type-A, 1x prise combinée casque/microphone - Clavier rétroéclairé - Couleur: Silver - Garantie: 1 an  Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,6F7Z3EA,HP,SPECTRE X360,Non,Windows 11 Famille,13.5 Pouces,WUXGA+,Oui,1920 x 1280 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1255U,"Up to 4,70 GHz Turbo max",12 Mo,16 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Rétroéclairé,"2x Thunderbolt 4 avec USB4 Type-C, 1x USB Type-A, 1x prise combinée casque/microphone",Non,Silver,1 an
PC Portable LENOVO ThinkPad T14s Gen 3 i7 12è Gén 16Go 1To SSD - Noir,"5 099,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkpad-t14s-gen-3-i7-12e-gen-16go-1to-ssd-noir.jpg,"Écran 14"" WUXGA IPS - Processeur: Intel Core i7-1255U (Up to 4.70 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Pro - Mémoire: 16 Go DDR5 - Disque dur: 1To SSD - Carte graphique: Intel Iris Xᵉ Graphics avec WiFi, Bluetooth, 2x Thunderbolt™ 4, 2x USB Type-A 3.2 Gen 1, 1x HDMI 2.0b, 1x prise combo casque/micro - Clavier Rétroéclairé - Couleur: Noir - Garantie: 3 ans
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,21BSS4QW00,LENOVO,THINKPAD T14S,Non,Windows 11 Pro,14 Pouces,WUXGA,Non,1920 x 1200 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1255U,up to 4.70 GHz Turbo max,12 Mo,16 Go,1 To SSD,SSD,Graphique Intégrée,Intel Iris X,Rétroéclairé,"2x Thunderbolt™ 4, 2x USB Type-A 3.2 Gen 1, 1x HDMI 2.0b, 1x prise combo casque/micro",Non,Noir,3 ans
PC Portable LENOVO ThinkPad L13 Yoga Gen 3 i7 12è Gén 16Go 512Go SSD - Noir,"5 099,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkpad-l13-yoga-gen-3-i7-12e-gen-16go-512go-ssd-noir.jpg,"Ecran 13.3"" WUXGA Tactile - Processeur: Intel Core i7-1255U (up to 4,70 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: Windows 11 Pro - Mémoire: 16 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique:  Intel Iris Xᵉ Graphics avec Wifi, Bluetooth,2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 2.0, 1x prise combinée casque/microphone (3,5 mm) - Clavier Rétroéclairé - Couleur: Noir - Garantie: 1 an 
                Retrait en Magasin ou Livraison Gratuite pour Cet Article
",Epuisé,21B5002AFE,LENOVO,THINKPAD L13,Non,Windows 11 Pro,13.3 Pouces,WUXGA,Oui,1920 x 1200 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1255U,"up to 4,70 GHz Turbo max",12 Mo,16 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Rétroéclairé,"2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 2.0, 1x prise combinée casque/microphone (3,5 mm)",Non,Noir,1 an
PC Portable Gamer MSI Pulse 17 B13VFK i7 13è Gén 8Go RTX 4060,"5 119,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-msi-pulse-17-b13vfk-i7-13e-gen-8go-rtx-4060-10.jpg,"Écran 17.3"" FULL HD IPS, 144 Hz - Processeur: Intel Core i7-13700H (up to 5,00 GHz Turbo max, 24 Mo de mémoire cache, 14-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce RTX 4060 (8 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Clavier Rétroéclairé RVB 4 zones - Couleur: Noir - Garantie: 1 an 
                                          Retrait en Magasin ou Livraison Gratuite pour Cet Article",Sur commande 48h,PULSE17-B13VFK-438XFR,MSI,PULSE 17 B13VFK,oui,FreeDos,17.3 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,14 Cœurs,Intel® Core™ i7-13700H,"Up to 5,00 GHz Turbo max",24 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 4060,Rétroéclairé RVB 4 zones,"1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque",Non,Noir,1 an
PC Portable Gamer MSI Katana 15 B12V i7 12è Gén 16Go RTX 4070,"5 139,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-msi-katana-15-b12v-i7-12e-gen-16go-rtx-4070-1.jpg,"Écran 15.6"" FULL HD IPS, 144 Hz - Processeur: Intel Core i7-12650H (up to 4,70 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 16 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque - Clavier de jeu RVB à 4 zones - Couleur: Noir - Garantie: 1 an 
                                          Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,B12VGK-636XFR-16G,MSI,KATANA 15 B12V,oui,FreeDos,15.6 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-12650H,"up to 4,70 GHz Turbo max",24 Mo,16 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 4070,de jeu RVB à 4 zones,"1x (USB3.2 Gen1 / DP) Type-C, 2x USB3.2 Gen1 Type-A, 1x USB2.0 Type-A, 1x HDMI™ 2.1, 1x RJ45, 1x prise combo entrée micro/sortie casque",Non,Noir,1 an
PC Portable Gamer GIGABYTE AORUS 15 XE5 i7 12è Gén 16Go RTX 3070Ti,"5 139,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/g/i/gigabyte-aorus-i7.jpg,"Écran 15.6"" QHD IPS, 165Hz - Processeur: Intel Core i7-12700H (Up to 4,70 GHz Turbo max, 24 Mo de mémoire cache, 14-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire: 16 Go - Disque dur: 1To SSD - Carte graphique: NVIDIA GeForce RTX 3070Ti (8 Go de mémoire dédiée GDDR6), avec Wi-Fi, Bluetooth, 1x USB 3.2 Gen1 Type-C, 1x USB 3.2 Gen1 Type-A, 1x Thunderbolt™ 4 Type-C, 1x HDMI 2.1, 1x RJ45, 1x prise combo audio, 1x entrée CC - Clavier rétroéclairé RGB - Couleur: Noir - Garantie: 1 an
                                           Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,GIGABYTE-AORUS-I7,GIGABYTE,AORUS 15 XE5,oui,Windows 11 Famille,15.6 Pouces,QHD,Non,2560 x 1440 pixels,Intel Core i7,14 Cœurs,Intel® Core™ i7-12700H,"Up to 4,70 GHz Turbo max",24 Mo,16 Go,1 To SSD,SSD,Nvidia GeForce,GeForce RTX 3070TI,Rétroéclairé RGB,"1x USB 3.2 Gen1 Type-C, 1x USB 3.2 Gen1 Type-A, 1x Thunderbolt™ 4 Type-C, 1x HDMI 2.1, 1x RJ45, 1x prise combo audio, 1x entrée CC",Non,Noir,1 an
PC Portable LENOVO ThinkBook 16p G2 ACH AMD RYZEN 9 32Go RTX 3060 ,"5 149,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkbook-16p-g2-ach-amd-ryzen-9-32go-rtx-3060.jpg,"Ecran 16"" WQXGA, IPS - Processeur: AMD Ryzen™ 9 5900HX (3.3 GHz up to 4.6 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Systéme d'exploitation: Windows 11 Pro - Mémoire: 32 Go DDR4-3200 - Disque dur: 1 To SSD - Carte graphique: NVIDIA GeForce RTX 3060 (6 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 2x USB 3.2 Gen 2, 2x USB-C 3.2 Gen 2, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation - Couleur: Gris minéral - Garantie: 1 an 
    Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,20YM002VFE,LENOVO,THINKBOOK 16P G2 ACH,Non,Windows 11 Pro,16 Pouces ,WQXGA,Non,2560 x 1600 pixels,AMD Ryzen 9,Octa Core,AMD Ryzen™ 9 5900HX,3.3 GHz up to 4.6 GHz Turbo max,16 Mo,32 Go,1 To SSD,SSD,Nvidia GeForce,GeForce RTX 3060,Rétroéclairé,"2x USB 3.2 Gen 2, 2x USB-C 3.2 Gen 2, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation",Non,Gris,1 an
PC Portable LENOVO ThinkPad L13 Yoga Gen 4 i7 13è Gén 16Go 512Go SSD - Noir,"5 169,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-lenovo-thinkpad-l13-yoga-gen-4-i7-13e-gen-16go-512go-ssd-noir.jpg,"Ecran 13.3"" WUXGA Tactile - Processeur: Intel Core i7-1355U (up to 5,00 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: Windows 11 Pro - Mémoire: 16 Go - Disque dur: 512 Go SSD - Carte graphique:  Intel Iris Xᵉ Graphics avec Wifi, Bluetooth, 2x USB 3.2, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x prise combo casque/microphone (3,5 mm) - Stylet intégré Lenovo - Clavier Rétroéclairé - Lecteur d'empreintes digitales Style tactile - Couleur: Noir - Garantie: 1 an 
                Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,21FJ000GFE,LENOVO,THINKPAD L13,Non,Windows 11 Pro,13.3 Pouces,WUXGA,Oui,1920 x 1200 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1355U,"up to 5,00 GHz Turbo max",12 Mo,16 Go,512Go SSD,SSD,Graphique Intégrée,Intel Iris X,Rétroéclairé,"2x USB 3.2, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x prise combo casque/microphone (3,5 mm)",Non,Noir,1 an
PC Portable Gamer GIGABYTE AORUS 15 XE5 i7 12è Gén 32Go RTX 3070Ti,"5 339,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-gigabyte-aorus-15-xe5-i7-12e-gen-32go-rtx-3070ti.jpg,"Écran 15.6"" QHD IPS, 165Hz - Processeur: Intel Core i7-12700H (Up to 4,70 GHz Turbo max, 24 Mo de mémoire cache, 14-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire: 32 Go - Disque dur: 1To SSD - Carte graphique: NVIDIA GeForce RTX 3070Ti (8 Go de mémoire dédiée GDDR6), avec Wi-Fi, Bluetooth, 1x USB 3.2 Gen1 Type-C, 1x USB 3.2 Gen1 Type-A, 1x Thunderbolt™ 4 Type-C, 1x HDMI 2.1, 1x RJ45, 1x prise combo audio, 1x entrée CC - Clavier rétroéclairé RGB - Couleur: Noir - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article
",En stock,GIGABYTE-AORUS-I7-32G,GIGABYTE,AORUS 15 XE5,oui,Windows 11 Famille,15.6 Pouces,QHD,Non,2560 x 1440 pixels,Intel Core i7,14 Cœurs,Intel® Core™ i7-12700H,"Up to 4,70 GHz Turbo max",24 Mo,32 Go,1 To SSD,SSD,Nvidia GeForce,GeForce RTX 3070TI,Rétroéclairé RGB,"1x USB 3.2 Gen1 Type-C, 1x USB 3.2 Gen1 Type-A, 1x Thunderbolt™ 4 Type-C, 1x HDMI 2.1, 1x RJ45, 1x prise combo audio, 1x entrée CC",Non,Noir,1 an
PC Portable HP Spectre x360 2-in-1 14-ef0001nk i7 12è Gén 16Go 1To SSD - Noir,"5 399,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-hp-spectre-x360-2-in-1-14-ef0001nk-i7-12e-gen-16go-1to-ssd-noir-4.jpg,"Écran 13.5"" WUXGA+ IPS Tactile - Processeur: Intel Core i7-1255U (Up to 4.70 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire: 16 Go - Disque Dur: 1 To SSD - Carte Graphique: Intel® Iris® Xᵉ Graphics avec Wi-Fi, Bluetooth, 2x Thunderbolt 4 avec USB Type-C, 1x  USB Type-A, 1x combo casque/micro - Clavier rétroéclairé - Couleur: Noir - Garantie: 1 an
Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,6F7Z2EA,HP,SPECTRE X360,Non,Windows 11 Famille,13.5 Pouces,WUXGA+,Oui,1920 x 1280 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-1255U,Up to 4.70 GHz Turbo max,12 Mo,16 Go,1 To SSD,SSD,Graphique Intégrée,Intel Iris X,Rétroéclairé,"2x Thunderbolt 4 avec USB Type-C, 1x USB Type-A, 1x combo casque/micro",Non,Noir,1 an
PC Portable Gamer MSI KATANA 17 B12V i7 12è Gén 8Go RTX 4070,"5 529,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/b/1/b12vgk-416xfr-5.jpg,"Écran 17.3"" FULL HD IPS, 144 Hz - Processeur: Intel Core i7-12650H (up to 4,70 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 8 Go DDR5 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x USB 3.2 Gen 1 Type-C (avec DisplayPort Alt mode), 2x USB 3.2 Gen 1 Type-C, 1x USB 2.0 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise jack audio combinée - Clavier Rétroéclairé RGB 4 zones - Couleur: Noir - Garantie: 1 an 
                                          Retrait en Magasin ou Livraison Gratuite pour Cet Article",Epuisé,B12VGK-416XFR,MSI,KATANA 17 B12V,oui,FreeDos,17.3 Pouces,Full HD,Non,1920 x 1080 pixels,Intel Core i7,10 cœurs,Intel® Core™ i7-12650H,"Up to 4,70 GHz Turbo max",24 Mo,8 Go,512Go SSD,SSD,Nvidia GeForce,GeForce RTX 4070,Rétroéclairé RGB 4 zones,"1x USB 3.2 Gen 1 Type-C (avec DisplayPort Alt mode), 2x USB 3.2 Gen 1 Type-C, 1x USB 2.0 Type-A, 1x HDMI 2.1, 1x RJ45, 1x prise jack audio combinée",Non,Noir,1 an
PC Portable Gamer GIGABYTE AORUS 15 BKF i7 13è Gén 16Go RTX 4060,"5 639,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-gigabyte-aorus-15-bkf-i7-13e-gen-16go-rtx-4060.jpg,"Écran 15.6"" QHD, 165Hz - Processeur: Intel Core i7-13700H (up to 5,00 GHz Turbo max, 24 Mo de mémoire cache, 14-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 16 Go (8 Go x 2) - Disque dur: 1To SSD - Carte graphique: NVIDIA GeForce RTX 4060 (8 Go de mémoire dédiée GDDR6) avec Wi-Fi, Bluetooth, 1x USB 3.2 Gen1 Type-A, 2x USB 3.2 Gen2 Type-A, 1x USB 3.2 Gen2 Type-C, 1x Thunderbolt™ 4, 1x HDMI 2.1, 1x  RJ45, 1x Mini DP 1.4, 1x Jack combo audio, 1x entrée CC - Clavier RVB à trois zones, macro par touche - Couleur: Noir - Garantie: 1 an 
                           Retrait en Magasin ou Livraison Gratuite pour Cet Article",Epuisé,AORUS-15-BKF,GIGABYTE,AORUS 15 BKF,oui,Windows 11 Famille,15.6 Pouces,QHD,Non,2560 x 1440 pixels,Intel Core i7,14 Cœurs,Intel® Core™ i7-13700H,Up to 5.00 GHz Turbo max,24 Mo,16 Go,1 To SSD,SSD,Nvidia GeForce,GeForce RTX 4060,"RVB à trois zones, macro par touche","1x USB 3.2 Gen1 Type-A, 2x USB 3.2 Gen2 Type-A, 1x USB 3.2 Gen2 Type-C, 1x Thunderbolt™ 4, 1x HDMI 2.1, 1x RJ45, 1x Mini DP 1.4, 1x Jack combo audio, 1x entrée CC",Non,Noir,1 an
PC Portable Gamer ASUS ROG Strix G17 AMD Ryzen 7 16Go RTX 3060,"5 699,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/g/7/g713rm-kh011w_1.jpg,"

Écran 17.3"" Full HD IPS, 360Hz - Processeur: AMD Ryzen™ 7 6800H (3.2 GHz up to 4.7 GHz Turbo max, 16 Mo de mémoire cache, Octa-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 16 Go - Disque Dur: 1 To SSD - Carte Graphique: NVIDIA GeForce RTX 3060 (6 Go de mémoire dédiée GDDR6) avec WiFi, Bluetooth, 2x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.0b, 1x RJ45, 1xprise audio combinée 3,5 mm - Clavier chiclet rétroéclairé RGB 4 zones avec Pavé tactile - Couleur: Gris - Garantie: 2 ans


                             Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,G713RM-KH011W,ASUS,ROG STRIX G17,oui,Windows 11 Famille,17.3 Pouces,Full HD,Non,1920 x 1080 pixels,AMD Ryzen 7,Octa Core,AMD Ryzen™ 7 6800H,3.2GHz up to 4.7GHz Turbo max,16 Mo,16 Go,1 To SSD,SSD,Nvidia GeForce,GeForce RTX 3060,Clavier chiclet rétroéclairé RGB 4 zones avec Pavé tactile,"2x USB 3.2 Gen 1 Type-A, 2x USB 3.2 Gen 2 Type-C, 1x HDMI 2.0b, 1x RJ45, 1xprise audio combinée 3,5 mm",Non,Gris,2 ans
PC Portable Gamer HP OMEN 16-k0005nk i7 12è Gén 16Go RTX 3070Ti,"5 769,000 DT",https://mk-media.mytek.tn/media/catalog/product/cache/8be3f98b14227a82112b46963246dfe1/p/c/pc-portable-gamer-hp-omen-16-k0005nk-i7-12e-gen-16go-rtx-3070ti.jpg,"Écran 16.1  QHD IPS, 165Hz - Processeur: Intel Core i7-12700H (Up to 4,70 GHz Turbo max, 24 Mo de mémoire cache, 14-Cores) - Système d'exploitation: Windows 11 Famille - Mémoire: 16 Go DDR5-4800 MHz - Disque dur: 1 To SSD - Carte graphique: NVIDIA GeForce RTX 3070Ti (8 Go de mémoire dédiée GDDR6), avec Wi-Fi, Bluetooth, 2 Thunderbolt™ 4 avec USB Type-C, 3x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise adaptateur secteur Smart Pin, 1 prise combinée casque/microphone - Clavier Rétroéclairé RGB, de grande taille, 4 zones  - Couleur: Noir - Garantie: 1 an
                                       Retrait en Magasin ou Livraison Gratuite pour Cet Article",En stock,6U976EA,HP,OMEN 16,oui,Windows 11 Famille,16.1 Pouces,QHD,Non,2560 x 1440 pixels,Intel Core i7,14 Cœurs,Intel® Core™ i7-12700H,"Up to 4,70 GHz Turbo max",24 Mo,16 Go,1 To SSD,SSD,Nvidia GeForce,GeForce RTX 3070TI,"Rétroéclairé RGB, de grande taille, 4 zones ","2 Thunderbolt™ 4 avec USB Type-C, 3x USB Type-A, 1x HDMI 2.1, 1x RJ-45, 1 prise adaptateur secteur Smart Pin, 1 prise combinée casque/microphone",Non,Noir,1 an
